Q,A,Label
아메리카노 3잔이랑 초콜릿 합해서 얼마죠?,가격은 12500원 입니다.,제품_가격_질문
아메리카노 1잔이랑 와플 합해서 얼마죠?,가격은 10500원 입니다.,제품_가격_질문
아메리카노 2잔이랑 와플 합해서 얼마죠?,가격은 14000원 입니다.,제품_가격_질문
아메리카노 3잔이랑 와플 합해서 얼마죠?,가격은 17500원 입니다.,제품_가격_질문
아메리카노 1잔이랑 도넛 합해서 얼마죠?,가격은 5700원 입니다.,제품_가격_질문
아메리카노 2잔이랑 도넛 합해서 얼마죠?,가격은 9200원 입니다.,제품_가격_질문
아메리카노 3잔이랑 도넛 합해서 얼마죠?,가격은 12700원 입니다.,제품_가격_질문
아메리카노 1잔이랑 마카롱 합해서 얼마죠?,가격은 5500원 입니다.,제품_가격_질문
아메리카노 2잔이랑 마카롱 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
아메리카노 3잔이랑 마카롱 합해서 얼마죠?,가격은 12500원 입니다.,제품_가격_질문
카페라떼 얼마에요?,카페라떼 가격은 4500원 입니다.,제품_가격_질문
따뜻한 카페라떼 얼마에요?,따뜻한 카페라떼 가격은 4500원 입니다.,제품_가격_질문
아이스 카페라떼 얼마에요?,아이스 카페라떼 가격은 4500원 입니다.,제품_가격_질문
카페라떼 주세요,"차가운 것으로 드릴까요?, 따뜻한 것으로 드릴까요?",주문_제품_요청
카페라떼 한 잔 주세요,"차가운 것으로 드릴까요?, 따뜻한 것으로 드릴까요?",주문_제품_요청
따뜻한 카페라떼 한 잔 주세요,따뜻한 카페라떼 한 잔 준비해드리겠습니다.,주문_제품_요청
아이스 카페라떼 한 잔 주세요,아이스 카페라떼 한 잔 준비해드리겠습니다.,주문_제품_요청
카페라떼 포장되나요?,카페라떼 포장가능합니다.,포장_일반_질문
카페라떼 샷 추가 되나요?,카페라떼 샷 추가 가능합니다.,주문_제품_확인
카페라떼 샷 추가 해주세요,카페라떼 샷 추가 해드리겠습니다.,주문_제품_요청
카페라떼 샷 추가 얼마인가요?,"샷 추가 1회 500원 입니다.""",제품_가격_질문
카페라떼 4천원 맞죠?,카페라떼 가격은 4500원 입니다.,제품_가격_질문
카페라떼 5천원인가요?,카페라떼 가격은 4500원 입니다.,제품_가격_질문
카페라떼 디카페인 주문 가능한가요?,"죄송합니다, 저희 매장에는 디카페인 커피가 없습니다.",주문_제품_확인
카페라떼 디카페인 되나요?,"죄송합니다, 저희 매장에는 디카페인 커피가 없습니다.",주문_제품_요청
카페라떼 한잔 연하게 부탁드려요,카페라떼 한 잔 연하게 준비해드리겠습니다.,주문_제품_요청
따뜻한 카페라떼 두 잔 얼마에요?,따뜻한 카페라떼 가격은 9000원 입니다.,제품_가격_질문
아이스 카페라떼 두 잔 얼마에요?,아이스 카페라떼 가격은 9000원 입니다.,제품_가격_질문
따뜻한 카페라떼 세 잔 얼마에요?,따뜻한 카페라떼 가격은 13500원 입니다.,제품_가격_질문
아이스 카페라떼 세 잔 얼마에요?,아이스 카페라떼 가격은 13500원 입니다.,제품_가격_질문
따뜻한 카페라떼 네 잔 얼마에요?,따뜻한 카페라떼 가격은 18000원 입니다.,제품_가격_질문
아이스 카페라떼 네 잔 얼마에요?,아이스 카페라떼 가격은 18000원 입니다.,제품_가격_질문
따뜻한 카페라떼 다섯 잔 얼마에요?,따뜻한 카페라떼 가격은 22500원 입니다.,제품_가격_질문
아이스 카페라떼 다섯 잔 얼마에요?,아이스 카페라떼 가격은 22500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  1잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  2잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  3잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  4잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  5잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  1잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  2잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  3잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  4잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  5잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 2잔이랑  1잔 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
카페라떼 2잔이랑  2잔 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
카페라떼 2잔이랑  3잔 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
카페라떼 2잔이랑  4잔 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
카페라떼 2잔이랑  5잔 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
카페라떼 3잔이랑  1잔 합해서 얼마죠?,가격은 13500원 입니다.,제품_가격_질문
카페라떼 3잔이랑  2잔 합해서 얼마죠?,가격은 13500원 입니다.,제품_가격_질문
카페라떼 3잔이랑  3잔 합해서 얼마죠?,가격은 13500원 입니다.,제품_가격_질문
카페라떼 3잔이랑  4잔 합해서 얼마죠?,가격은 13500원 입니다.,제품_가격_질문
카페라떼 3잔이랑  5잔 합해서 얼마죠?,가격은 13500원 입니다.,제품_가격_질문
카페라떼 4잔이랑  1잔 합해서 얼마죠?,가격은 18000원 입니다.,제품_가격_질문
카페라떼 4잔이랑  2잔 합해서 얼마죠?,가격은 18000원 입니다.,제품_가격_질문
카페라떼 4잔이랑  3잔 합해서 얼마죠?,가격은 18000원 입니다.,제품_가격_질문
카페라떼 4잔이랑  4잔 합해서 얼마죠?,가격은 18000원 입니다.,제품_가격_질문
카페라떼 4잔이랑  5잔 합해서 얼마죠?,가격은 18000원 입니다.,제품_가격_질문
카페라떼 5잔이랑  1잔 합해서 얼마죠?,가격은 22500원 입니다.,제품_가격_질문
카페라떼 5잔이랑  2잔 합해서 얼마죠?,가격은 22500원 입니다.,제품_가격_질문
카페라떼 5잔이랑  3잔 합해서 얼마죠?,가격은 22500원 입니다.,제품_가격_질문
카페라떼 5잔이랑  4잔 합해서 얼마죠?,가격은 22500원 입니다.,제품_가격_질문
카페라떼 5잔이랑  5잔 합해서 얼마죠?,가격은 22500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  1잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  2잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  3잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  4잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  5잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 2잔이랑  1잔 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
카페라떼 2잔이랑  2잔 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
카페라떼 2잔이랑  3잔 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
카페라떼 2잔이랑  4잔 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
카페라떼 2잔이랑  5잔 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
카페라떼 3잔이랑  1잔 합해서 얼마죠?,가격은 13500원 입니다.,제품_가격_질문
카페라떼 3잔이랑  2잔 합해서 얼마죠?,가격은 13500원 입니다.,제품_가격_질문
카페라떼 3잔이랑  3잔 합해서 얼마죠?,가격은 13500원 입니다.,제품_가격_질문
카페라떼 3잔이랑  4잔 합해서 얼마죠?,가격은 13500원 입니다.,제품_가격_질문
카페라떼 3잔이랑  5잔 합해서 얼마죠?,가격은 13500원 입니다.,제품_가격_질문
카페라떼 4잔이랑  1잔 합해서 얼마죠?,가격은 18000원 입니다.,제품_가격_질문
카페라떼 4잔이랑  2잔 합해서 얼마죠?,가격은 18000원 입니다.,제품_가격_질문
카페라떼 4잔이랑  3잔 합해서 얼마죠?,가격은 18000원 입니다.,제품_가격_질문
카페라떼 4잔이랑  4잔 합해서 얼마죠?,가격은 18000원 입니다.,제품_가격_질문
카페라떼 4잔이랑  5잔 합해서 얼마죠?,가격은 18000원 입니다.,제품_가격_질문
카페라떼 5잔이랑  1잔 합해서 얼마죠?,가격은 22500원 입니다.,제품_가격_질문
카페라떼 5잔이랑  2잔 합해서 얼마죠?,가격은 22500원 입니다.,제품_가격_질문
카페라떼 5잔이랑  3잔 합해서 얼마죠?,가격은 22500원 입니다.,제품_가격_질문
카페라떼 5잔이랑  4잔 합해서 얼마죠?,가격은 22500원 입니다.,제품_가격_질문
카페라떼 5잔이랑  5잔 합해서 얼마죠?,가격은 22500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  1잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  2잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  3잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  4잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  5잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 2잔이랑  1잔 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
카페라떼 2잔이랑  2잔 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
카페라떼 2잔이랑  3잔 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
카페라떼 2잔이랑  4잔 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
카페라떼 2잔이랑  5잔 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
카페라떼 3잔이랑  1잔 합해서 얼마죠?,가격은 13500원 입니다.,제품_가격_질문
카페라떼 3잔이랑  2잔 합해서 얼마죠?,가격은 13500원 입니다.,제품_가격_질문
카페라떼 3잔이랑  3잔 합해서 얼마죠?,가격은 13500원 입니다.,제품_가격_질문
카페라떼 3잔이랑  4잔 합해서 얼마죠?,가격은 13500원 입니다.,제품_가격_질문
카페라떼 3잔이랑  5잔 합해서 얼마죠?,가격은 13500원 입니다.,제품_가격_질문
카페라떼 4잔이랑  1잔 합해서 얼마죠?,가격은 18000원 입니다.,제품_가격_질문
카페라떼 4잔이랑  2잔 합해서 얼마죠?,가격은 18000원 입니다.,제품_가격_질문
카페라떼 4잔이랑  3잔 합해서 얼마죠?,가격은 18000원 입니다.,제품_가격_질문
카페라떼 4잔이랑  4잔 합해서 얼마죠?,가격은 18000원 입니다.,제품_가격_질문
카페라떼 4잔이랑  5잔 합해서 얼마죠?,가격은 18000원 입니다.,제품_가격_질문
카페라떼 5잔이랑  1잔 합해서 얼마죠?,가격은 22500원 입니다.,제품_가격_질문
카페라떼 5잔이랑  2잔 합해서 얼마죠?,가격은 22500원 입니다.,제품_가격_질문
카페라떼 5잔이랑  3잔 합해서 얼마죠?,가격은 22500원 입니다.,제품_가격_질문
카페라떼 5잔이랑  4잔 합해서 얼마죠?,가격은 22500원 입니다.,제품_가격_질문
카페라떼 5잔이랑  5잔 합해서 얼마죠?,가격은 22500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  1잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  2잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  3잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  4잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  5잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 2잔이랑  1잔 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
카페라떼 2잔이랑  2잔 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
카페라떼 2잔이랑  3잔 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
카페라떼 2잔이랑  4잔 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
카페라떼 2잔이랑  5잔 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
카페라떼 3잔이랑  1잔 합해서 얼마죠?,가격은 13500원 입니다.,제품_가격_질문
카페라떼 3잔이랑  2잔 합해서 얼마죠?,가격은 13500원 입니다.,제품_가격_질문
카페라떼 3잔이랑  3잔 합해서 얼마죠?,가격은 13500원 입니다.,제품_가격_질문
카페라떼 3잔이랑  4잔 합해서 얼마죠?,가격은 13500원 입니다.,제품_가격_질문
카페라떼 3잔이랑  5잔 합해서 얼마죠?,가격은 13500원 입니다.,제품_가격_질문
카페라떼 4잔이랑  1잔 합해서 얼마죠?,가격은 18000원 입니다.,제품_가격_질문
카페라떼 4잔이랑  2잔 합해서 얼마죠?,가격은 18000원 입니다.,제품_가격_질문
카페라떼 4잔이랑  3잔 합해서 얼마죠?,가격은 18000원 입니다.,제품_가격_질문
카페라떼 4잔이랑  4잔 합해서 얼마죠?,가격은 18000원 입니다.,제품_가격_질문
카페라떼 4잔이랑  5잔 합해서 얼마죠?,가격은 18000원 입니다.,제품_가격_질문
카페라떼 5잔이랑  1잔 합해서 얼마죠?,가격은 22500원 입니다.,제품_가격_질문
카페라떼 5잔이랑  2잔 합해서 얼마죠?,가격은 22500원 입니다.,제품_가격_질문
카페라떼 5잔이랑  3잔 합해서 얼마죠?,가격은 22500원 입니다.,제품_가격_질문
카페라떼 5잔이랑  4잔 합해서 얼마죠?,가격은 22500원 입니다.,제품_가격_질문
카페라떼 5잔이랑  5잔 합해서 얼마죠?,가격은 22500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  1잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  2잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  3잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  4잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 1잔이랑  5잔 합해서 얼마죠?,가격은 4500원 입니다.,제품_가격_질문
카페라떼 2잔이랑  1잔 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
카페라떼 2잔이랑  2잔 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
카페라떼 2잔이랑  3잔 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
카페라떼 2잔이랑  4잔 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
카페라떼 2잔이랑  5잔 합해서 얼마죠?,가격은 9000원 입니다.,제품_가격_질문
카페라떼 3잔이랑  1잔 합해서 얼마죠?,가격은 13500원 입니다.,제품_가격_질문
카페라떼 3잔이랑  2잔 합해서 얼마죠?,가격은 13500원 입니다.,제품_가격_질문
